review_text,label
Love this parc,1
"What a lovely place to have a picnic! So many trees to sit under, and a little kept pond to walk around! Theres a little mini waterfall thats just precious as well.
The squirrels ARE brave and WILL eat out of your hand if attempted. Be weary.",1
"I loved this place. Liked the whole concept of an open place like that, people's conviviality and the staff...",1
"Huge and abundant vegetations.  Have a lots of places for activities and sports, they even have concrete ping pong tables and training grounds...

It is the right place for social gathering and summer BBQs!

Bring a bike if you plan on moving from one place to another, but it's not a race track.

Lots of fun for kids, grown ups and early night parties!",1
"Un merveilleux endroit calme en pleine nature des beau sentier a marché et voir la nature
Je recommande fortement.",1
Free concert's in summer,1
awesome,1
Excellent,1
Here are the 2 pétanque courts closest to Wellington Street and the Verdun metro stations. It is rarely crowded and it is well sheltered.,1
Nice Park,1
Very nice park with majestic willows,1
Fall season it's Amazing here,1
Nice park with lots of activities for kids. What more can I say.,1
You have got to love this place,1
I go robbed and two kifes were pulled at me just about less than 30meters from camp de mars.I had to given all my wallet to the two homless guys because i was fear of my life.and than after they left me i run to the hotel and asked the fron desk if i can use the phone to call 911 and I had to explained to him why after that i was shocked when the person who works in fron desk refused to use the hotel phone .i went out and asked one of the people to use her phone to call 911 after i explained to her why..later on the canadian police arrested the two suspect and they told me that your hotel you stays in should have warned you not to walk here because alots of crime happening here every day .I will never book with this hotel anymore its not safe .also the staff was rude and careless about my own safty.unsafe location.rude staff,0
Fireworks,1
"Great for dog walks, runs and picnics.",1
"Superb park in a beautiful residential area. Only downside: although the toilet seats are clean, the toilet room as a whole is totally outdated and needs to be renovated. There are never any brown papers either. But otherwise, it is really a very beautiful park in the heart of Outremont",1
Belz scoffs,1
Good size park with nice walking paths.,1
Nice park even in winter! Highly beautiful days anyway!,1
Cool,1
"An amazing local park in Le Plateau Mont Royale for a picnic, renting a bike or just enjoying the view by the ponds.",1
"Very beautiful page. Free. Access ramp for wheelchairs, strollers, etc. Cabins for change",1
So niiice  but cold in the winter,1
A  lot fun for free !!,1
Beautiful park.,1
"V nice park even in the winter. They have a little cafe that serves hot drinks also. I have to say the coffee was a little American diner, been sitting around since morning tasting but nonetheless on a cold day it will do.",1
"Great park with sprinkler park, children's play area, 3 softball fields and a small lake with paddle boats",1
Fine,1
Quiet and nice place,1
Lots of land but often occupied by groups playing a sport which takes up a lot of space. But around 2 p.m. on weekends there are plenty of children to play with yours.,0
"This little park is a great place to meditate, the traffic isn't too loud due to low speeds. It's tranquil",1
"The most beautiful nature park in Montreal, by far! Especially, especially, no cursed highway nearby. Nothing but birdsong, the soft murmur of water, the smell of earth and plants. From the mature forest (I even discovered a Western cedar whose trunk is easily 60 cm in diameter at the base, the crown bleached by age and could well be millennia), a beautiful beach, a farm organic , picturesque panoramas on Lake Deux-Montagnes. For lovers of beautiful and long hiking (about 25 km), on a beautiful Sunday morning (avoid the week or Saturday), go around the cape, then walk to Sainte-Anne-de-Bellevue by the path of Senneville, an unforgettable campaign in the city! In addition, it is accessible by public transport, at the point of departure, and at the finish. I'm over 70 years old, and it's been around 25 years that I make the trip, at least once a year, at the end of summer. To discover absolutely!",1
Very basic park that needs renovation for a long time. Of sand and grass. There are tables.,0
Really nice place to relax and watch beautiful scenery,1
Very nice park,1
Honestly my favourite park in all of MTL & Laval,1
Park with a beautiful mountain for family sliding. Children love it.,1
Beautiful Park !,1
"💦 I love it! 💦  It is very quiet and relaxing, I can go with my dog ​​and there is no problem with it. 🐕 😍 🐕 Fun with the children too because we can go to the edge of the water and touch in the fund. The other behind the Natarium, we do not touch the fund.",1
Very nice park for kids to play. This place is very nice for family and friends to picnic and hangout especially during summer. A huge place to walk and accessible to all.,1
Cruel lack of trees,0
Nice little quiet park :),1
Too many people but the kids love it,1
"Seasonal entertaining free events regularly going on all along the year in a friendly and captivating environment, making this one of the most alive center in Montreal!!",1
"Great for outdoor picnics, ice cream shop nearby 🤗",1
"Great place for family, picnics, kids, and place to relax!😁",1
Would need to do the sod.,1
Beautiful park with music and animation. Beautiful sculptures.,0
Just a tiny dated park,0
Was a great area with places next to the water,1
The park is great but the new grass tennis court is not great there are bumps and folds of carpet everywhere The bullet often makes inexplicable good,1
"Super nice park, but watch out for geese!",1
Perfect,1
"Its a good park for sport pool, football, 🏀 and soccer.",0
"Well I live nearby since 2012 and I must say that it has nothing to do with what i've heard in previous years. The City and some not-for-profit organizations have invested into making this parc a very family-friendly place. There's a refrigerated ice rink, lots of seating, a nice pool, soccer field and kid's playground. Some of my neighbors, who have been in the area for 50 years, told me that the place has evolved a lot since all of the investments in the park and it keeps getting better.",1
Busy during the summer,1
❤❤,1
Beautiful and quiet park in Outremont.,1
"Nice place for dogs , there is a seperate field for small dogs .there are poola and many water sources .only drawback ia that it's not that big",1
"Coming here is like stepping into an alternate dimension where people are at peace, every person of any color and gender are coexisting happily, and the nature is absolutely stunning. The squirrels will literally come hang out with you if you sit long enough. Super friendly people too!",1
"Beatifull big park to enjoy some nature in the city. There is a lake with ducks, many trees and squirrels everywhere. There are many places to sit, make a picnic ride bikes, etc. There are also sports areas.",1
Well maintained ice rinks,1
"Very pleasant neighborhood park, calm and simple. Perfect for a small picnic",1
Quiet time with nature,1
It is big and beautiful... We enjoy the slide on the snow😊😊😊😊😊,1
Bellisimo,1
Great park to go hang with friends and family or even on a date.,1
Beautiful park with several soccer field and a varied and large game module. The toilets are clean.,1
It’s a park but there’s no parking for cars. Not a good spot if you have a car and you are just visiting.,0
Very quiet and well maintained place,1
Great place to have a walk with a friend and relax,1
It's a fantastic place. you can get here by taking the public bus. you can do a lot of winter activities and have so much fun.,1
Very nice for picnics with friends and children. WELL DONE,1
Unforgettable! I like this park!,1
Beautiful park to bring toddlers and young kids and let them play in one of the 2 play modules...  enclosed by a gate.  There's also a soccer field and small basketball court.  My daughter goes there once in a while with her daycare group.,1
"The best water games I've seen in Montreal for people of all ages. The ""dry"" game modules included in the perimeter of the water games are also really great and unique.  Parking is free.",1
The dog love it and the waterfountain for them is great ! ( the park is all rocks and no grass for anyone wondering ) 😊,1
Nice place to walk,1
"The cross-country ski trails are very poorly marked and maintained, it is difficult to find and follow them. moreover they are not traced often enough which causes the snow to cover them and they disappear ... It is very disappointing that for one of the large parks in Montreal, we do not put the same level of effort as Maisonneuve or Mont-Royal parks to offer good ski conditions to citizens. It's not just Outremont or Westmount where people like to get outdoors and play sports. Even in Villeray and Saint-Michel there are some! In addition, at the moment the path is closed behind the TAZ skatepark. There is a detour to take through the multiple parking lots and along Papineau Street. Anyway, I won't be going back anytime soon. Also, I would like to know if the people in charge of the maintenance of the park have already skied in their park?",0
Nice little because with some facilities. Magnificent view of the Jacques-Cartier bridge,1
Beautiful place!,1
In the middle of the island. Good place to spend time. Also has an outdoor pool.,1
Nice place to have fun.,1
Very nice Multisport park with 2 baseball fields and a few soccer fields  There are also several tennis courts  In winter there is an ice ring,1
Ukrainian festival,1
"Park with water jet for children, children's play area, swing, soccer field, jogging track, a bowl for pétanque and this year wifi.",1
Park for children,1
Beautiful and calm places. Plenty of tables for dining there.,1
Baseball is good,1
"Lovely park, takes you out of the city for a minute. Lots of fun attractions and a big hill!",1
Small but pretty,0
nice and bueatiful,1
"very relaxing, there are ducks and geese from time to time",1
very good for children,1
"Beautiful sports park in the Saint Laurent district, skatepark, soccer field, tennis court, football, athletics track and finally ice rink. The service is perfect for children and adults alike to ask for more? ☺️",1
Beautiful,1
Parc abandon by the municipality of North Montreal,0
Great to bring some drinks with friends. Have a picnic and run and cycle! It also has a train for young kids. Bring extra diapers for the kids.,1
No funny toilet for children! 😑,1
Nice place to watch the fireworks and party,1
Great place to walk your dog and play tennis.,1
Very good park for everyone in addition to the dog park / Really good park for evryone let alone the dog park,1
Amazing place to visit love it,1
"nice place, early spring you have wild flowers, some fishing to be had around the island but its difficult, lots of strong currents",1
Perfect place for family picnic. Lots of open space to play for kids. Beautiful pond!,1
"Great place to visit. It is always a beautiful feeling to go by when the technical teams prepare big events. I was touring this island on my bike. Construction workers were building an impressive infrastructure for the international FORMULA 1 event in The beautiful city of Montreal, QC. I was very much impressed how they set up great attention to the security of the spectators and cars. I am looking forward to attend. I have bought my ticket. After i visited the tulips in the gorgeous gardens around the Casino. You must absolutely visit. Next event is the huge Rave Party Osheaga! My friends are coming to attend with me from Germany and Japan. They want to surprise me with their costumes. I am impatient.",1
Nice place for children. Like it,1
I like this park,1
I had an appointment,1
Beautiful place that I recommend to have a good time of relaxation and tranquility.,1
"Nice, big  park, good place for relax and do excise.
Good place for kids to do activities.",1
Beautiful park more intimate than Parc Lafontaine.,1
"Ultra busy, but still good availability of products.",0
Boardwalk still not rebuilt. Sad!,0
"Very nice public space with benches and tables that integrate a surface to play checkers, chess, etc.",1
My first time,1
A great place to walk and enjoy the water and forested areas.,1
"I've lived near this park my whole life. The football field still has issues, and has been replaced by a new field at the center of the racetrack. The playground itself has seen better days, and probably (definitely) needs a refresh. The facilities are adequate, but again, need refreshing. The running track itself is in fairly good condition thus far. Give it a few years, I'm certain it will fall into the state of disrepair it was in previously. This is LaSalle afterall.",1
Good park for family fun very clean very quiet and safe. I suggest you go with your loved ones,1
"Park located just above the city, bordering the plateau district. Very well maintained and equipped with games for children",1
🧜‍♀️,1
Beautiful trails leading you there. Very nice scenery. And you seriously feel like you are on top of the world. Beautiful view of the city from up top and stalls selling ice cream is a plus on hot days. Beautiful pictures can be taken here. Must visit!,1
Very nice park in the hustle and bustle of the city.,1
Shades of green growing all around,1
Nice and vibrant park with playgrounds for the kids and the dogs. Lots of bench and tables too.,1
Quiet place to relax,1
beautiful park.,1
Since the renovation very beautiful park!,1
BeauBeautiful and peaceful place (despite the sound of cars on the bridge). 👎🏽 Lack of cleanliness in some places. We have a long way to go in environmental education!,1
"awesome place, football/soccer field, baseball diamond, tennis and basketball courts. in the winter they offer ice skating and hockey, as well as tobogganing.",1
Nice and quite,1
Beautiful,1
"We can see the stadium tower. At sunset, it makes beautiful photos.",1
Impressive views during winter. The walk all the way up is definitely worth it. A bit slippery in some places but with proper snow boots you should be fine.,1
"Played 1st cricket tournament in Canada loved and enjoyed a lot loved the place also, green ground, night match was awesome feel our team lost the match but we did played well😁 but mainly it's a baseball ground with some different sports grounds also. Washrooms, bathrooms available, and a seperate pets ground too.",1
It's okay to go there with a cup of coffee and relax for a few moments.,0
"Beautiful nature trails in the city. Nice walk to do with the family. Good place to jog. Efficient cross-country ski rental service. Tracks acceptable, good for beginners. The chalet is fine. Do not pay for parking, park on the street.",1
Nice place to relax,1
Eventhough it has a pretty sight by the Laval bridge however it smells canaby yuck and people there are low level ... good luck with that !!!,0
Always fun this park!,1
Nice little fish,1
"It is a beautiful place for children from 9 months to 12 years old. There are swings, two nodule installations: one for the youngest (18 months to 5 years old) and one for 6-12 years old. The 6-12 year old has sound and light techno to play different games. A dry toilet is available. Water games nearby. Picnic tables. A fountain for drinking water. Beautiful trees for shade.",1
"Beautiful park in Montreal, where you can spend the day with the family cooking on the bbq or just go through the park for a run. Beside metro angrinon and within walking distance of the angrinon mall.",1
Pool too crowded and too small,0
"Beautiful park with painted turtles, ducks and Herons!",1
One of the best park in Montreal city. Huge place and beautiful views in all seasons.,1
Lovely park ny the river,1
"This is an urban park that is well maintained and pleasant to visit. It is situated in what is called old Riviere-des-Prairies (RDP), which is a surprising little village at the east end of the island of Montreal. The park, as also that part of town, will be a pleasant surprise for those who visit because it challenges the concept of RDP being a ""suburban-style"" part of town. Worth discovering!",1
Good music and great atmosphere,1
"After Parc Lafontaine, Laurier Park is the second largest in the Plateau Mont-Royal. Inviting pool, picnic table and ping-pong, playgrounds (petanque, baseball, soccer, etc.) space with hooks for your hammock and a dog park.",1
Very good beautiful day,1
"Big, perfect for BBQ, swimming pool, play ground, basketball, tennis, scooter biking and racing emazing Park",1
Nice facility,1
"finally, a stimulating park which is not without risk! super cool the strings.",1
"Went there with many friends about 6 years ago, seems like a chill park.",1
Beautiful park.,1
It's a really big park. You can bring your family and have a picnic. There is a basketball court. It's in the city and near many restaurants.,1
"Very beautiful park. Great activities take place there, especially in summer, and there are beautiful snow mounds to take the youngest to slide in winter. Shaded, modules for children (not accessible in winter, however), trails for walkers and bikes in all seasons, dog park, accessible, metro and bus nearby, arena and nearby restaurants.",1
👌,1
A large park,1
McDonald Park is a pretty big park right smack-dab in the middle of the west side of the city. it's been there for years and has a lot of square footage. You can see people doing all sorts of events in the park and they even put up a lighted skating that I could see for my tall luxury high-rise at night time. Very well lit. With nobody there most of the time.  at the North end of the park and I don't know why that in particular late but it seems to have a lot of dog walking people.it's like a circle of dog socialization but not a dog run nobody releases their dog off the leash or they shouldn't. It's a popular Park surrounded by residential homes and generally speaking it's fairly quiet with homes and church and synagogue kitty-cornering it in a couple of places.  We need more parks and open spaces in Montreal so it's great to have this one.,1
Nice patk ; play ground ; baseball field and tennis court,1
It's a Great Park in to go walking running hiking and doing outdoor exercises in the morning as well as evening and it has a beautiful water pond,1
Downtown Montreal,1
Works of art and flowers in summer will be welcome to make it become a real pleasure park.,1
"A beautiful area with large trees, statues and a fountain. The presence of a cafeteria in this so-called park makes it a good place to spend a few moment with friends.",1
very beautiful park,0
Great bike friendly nature park,1
I loved,1
A green lung in the heart of the city.,1
There is a great kids park for all ages..both the little ones and the big ones have a park of there own.,1
Amazing experience. We made barbecue. The bathroom was clean. Everyone was respectful there was a DJ with cool music. Kids had so much fun!!!,1
Nice place for walk and meditation.,1
"Nice park that's sectioned on one block. They have a splash pad park, an older kids section, and two kiddie parks. A track and an outdoor gym all on one block.",1
It is a place that I adore despite the itinerants that one can find ... very pleasant to walk around or sit on a bench.,1
"This is a beautiful park. There's plenty to see and do here. Lots of benches, trees, paths, and more. There's a large pond in the park that's worth walking around. La Fontaine Park was the last place I visited during my weekend in Montreal on Canada Day weekend and it was a fantastic way to cap it off.",1
"I believe this place to be the best spot for an overview of Downtown Montreal! You'll be mesmerized by the view! Just Amazing! Definitely worth the hike! If just visiting the city, you CAN'T leave without going there!",1
Lovely place. Just wish the the fountain lived up to the parks name. Instead of being what looks like a bunch of sad hoses spraying aimlessly into the sky.,0
Nice mas cold,1
Lot's of upgrades to the park but the amenities stay pretty empty. Except the playground!,0
Nice place,1
"Beautiful calm park, feels very safe and well kept!",1
Nice ambiance,1
Nice....,1
Nice to do,1
In winter the place is really beutiful,1
Nice and pig place,1
"There are parks and libraries, nice places",1
Interesting place. Good for a night out with friends.,1
To relax a few minutes in the sun.,1
"Beautiful park, pleasant. Close to a busy street so a bit of a shame. All the same reccomended",1
Good place to visit.,1
Very nice place to visit in a good summer evening...,1
"Probably the greatest park in Montreal. Gripping up next to it was just awesome, summer and winter.",1
"Lovely place, whether in the summer or the winter.",1
It's a park.,1
you can take buses and enjoy the impressive view,1
A bit bad as a park but it's okay.,1
"Since the renovations, the park is really well laid out and full of bright colors! There is even a ping pong table and a small green area with picnic tables. There are also 2 sections: a large module with a rubberflex floor, swings and the other section for the youngest which is well fenced.",1
"Very nice park. It seems to have recovered nicely from that storm that took down many of their big trees. It has a lovely monument for veteran, a dog park, a children's play area with splash pad. Two large grass areas for sports and skating in the winter. A general park space with lots of benches and even some exercise equipment. And free wi-fi.",1
Lasalle,1
"It is a beautiful park that seems a little abandoned with its signs torn off and often the grass is not cut. Other than that, taking a walk there is nice.",1
Great place to relax on the water.,1
"Awesome day with friends at the park, plenty of happy people, many activities. Great time!!",1
"Very nice place for the water part and modules but it lacks shadow hover the modules. Trees are very small and not providing enough shadow yet.
On very hot and sunny days the modules can get very very hot.",1
Very interesting for walking.,1
Very nice park. Everyone will find something to do there this winter.,1
"Beautiful park, we like to bike there and have lunch by the water. Gorgeous!",1
Great cozy atmosphere. We both had salads and a beer from Quebec Brewery. All in all a nice experience.,1
There is a lot of space,1
Symbol of our alienation and British dominion over us. Monuments in memory of bastards.,0
Beautiful park,1
Excellent clean and spacious area.,1
"Dog park, swimming pool and community garden on the south side of Rachel street. Kids playground, piknic tables and huge trees on the north side ❤",1
Beautiful park with a pokemon gym!,1
Picnic,1
Nice little park it is even packed with a soccer field ...,1
"Cute  little park for walks, small, Great for sport activities for the family.",0
Beautiful beach. A variety of summer and winter activities.,1
good for winter sliding,1
"Beautiful piece of nature, with several points of interest everywhere. There are even delicious French pancakes at the sugar shack! On the other hand, apart from the chalet, you can only pay cash, so remember to bring money.",1
"This park is great in the summer. Locals in the area gather for some rest and relaxation, or just to have fun. There's a long and scenic bicycle path that extends all the way to Lachine. There are also a couple of public pools, a skate park, and public art installations. I love coming here in the summer to hang in my hammock next to the Saint Lawrence. The best of all is that it's tourist-free.",1
Go ahead it's worth a look in autumn,1
"Bel endroit, tables à Picnic, tes calme.",1
My fav. Park in the city!,1
Basket ball court is A1,1
"Great water fountains in summer, with plaground for the kids. Just off of pierrefonds blvd. Turn rightj on chemin sources going north to gouin blvd. On your right side. Cute smaller size parc.",1
Good spot for chilling,1
"Good chilling spot, the hill is beautiful and the atmosphere is always perfect!",1
Nice one,1
"Crowded most days, it's fine if you just want a place to be loud outside. Good for kids.",0
Our grandkids love this little park. Only thing missing is a slide.,1
Nice place too,1
My parc,1
"Great place for fireworks, if it's for another night check out what their concept for the night is. Sometimes there are people and sometimes it's empty",1
It's a very big park in the middle of nowhere but there's nothing to do .there's no access to the water . but they do have washrooms but I would prefer a cave. The washrooms look like no one is careing for them.,0
Loved it. Something for everyone to do. Loved the different areas and the water bodies. Enjoy the ducks!,1
"Perfect place to relax, meet up with friends or family! Well done to the team who put it all together.",1
Beautiful linear park.  It's perfect for training in running.,1
"Very large park. Baseball, tennis and ice rink in winter. Playground for children. Can picnic",1
cool instead,1
Beautiful environment,1
Very nice park,1
"It has everything you need from a park, playground, a lake, although the lake is dried out. It's beautiful park in the heart of Plateau-Mont-Royal.",1
"People , I have a lot of time on my hands . I will review this park. Out come . Lots of fresh air . Lots of games to play. Omg I reviewed a park yo.",1
beautiful places to relax,1
Nice place to stretch your legs and relax by the water,1
"Beautiful park bordered by the river meadows, modules, swing and now water games.",1
"Grew up around here, looks different from back then but I like the change they did.",1
"Nice park, with beautiful mature trees",1
Beautiful park. In the city...,1
It has great variety and scenery. I was disappointed the soccer field was chained off. What's the purpose of that?,1
"The park richer in culture, games, trees, grass .... sports center ...",1
It is really lacking plants!,0
"Big grassy area for dogs to run and play. Would be even better if there was a ""people"" area too!",1
Childhood! Good old days!,1
Peaceful,1
Very nice view and vast,1
Free Palestine,1
Beautiful little park in cartier,1
The park is very large with activities for all ages.,1
Beautiful parc. Great for snowshoeing too. There is a possibility of renting snowshoes and cross country skis.,1
Fun place to go see the fireworks show,1
Great place for sliding,1
Bad bball fields...and kids parc,0
Very beautiful and calm,1
Wonderful,1
Good atmosphere but price of food too high during the events compared to the tiny quantity served ...,0
A beautiful park,1
Beautiful park!,1
"Beautiful park, with several picnic tables",1
Nice little park. Seating is available,1
Very cool,0
"Now that winter is in full force, you can enjoy the simple outdoor rink. The building next to it is open to change into your skates or use the restroom.",1
Beautiful,1
Very nice place,0
Wonderful place,1
Ditto for walking and training,1
"Park, chairs, swimming pool, games, several playgrounds: tennis, ball, soccer, etc. A small undergrowth with tourist place of speleology.",1
Listing sold,1
"The hockey rink and skating rink are well maintained. The shelter to put the skates is heated, with toilets and is very bright and well maintained.",1
Nice fans,1
"A hidden gem for people wanting to take a nice relaxing walk through the woods, bring their kids to a small petting zoo (farm animals), or fire up the bbq by the water! Don’t forget to pay the parking or you will get a ticket. Also bike friendly, and has a private beach (for an additionnal cost). You will forget you’re in montreal",1
"Nice place, good module for kids of all ages",1
Good,1
Fun for the whole family.,1
"Wonderful park in town with many possibilities to walk, make a sport or picnic!",1
"This place has a vibe. It’s usually pretty quiet, there’s a lot of little hills in various areas of the park to relax on. Some nice large trees, and the homes surrounding are large and somehow inviting. They say to me, don’t you wanna live here? I never see anyone enter or exit them. Nice in the sun or after dark here.",1
distractions,1
"For a very pleasant, romantic walk, we met a lot of newlyweds :) Very nice for a little romantic walk, we came across many newly weds having photo sessions.",1
Too many young delinquents from 33 Langelier as well as 197 Rosemont,0
"If you've used the main entrance to the Berri metro station on the corner of Ste Catherine and Berri, chances are that you've walked through this square. Place Emilie-Gamelin is usually very busy during the summer. It's very popular with a large number of do-nothings, especially on a sunny day.",1
"Beautiful park thanks to its location, overlooking the river. Water games that young people love, not enough swings (4 +2 bb!) And NO toilets / cloakroom ...",0
"Relaxing, peaceful",1
"Nice park close to a Boulevard with banks, small shops and restaurants.  But, as with all parks in this borough, NO DOGS ALLOWED.  It would be nice for city managers to consider changing this sad policy.",0
Better than nothing ..... worse,0
Very frequent children playing at the end of the day. Locals enjoy a lot.,1
Park very clean and fresh because of many trees,1
Lovely park.,1
Small cars and tricycles included,1
"Beautiful park surrounded by a library, an outdoor swimming pool, a paddling pool as well as the St-Michel community activities and the blue, white, red refrigerated ice rink ...",1
Nice park to spend time with family and children.,1
Well.,0
Superb park !!!,1
My mother brought me for picnics and swimming here my entire  life and i brought my children and granchildren ♡,1
Nice park,1
Very beautiful trees,1
Your big! Perfect for a picnic with family or friends or even for sunbathing! The concert of the metropolitan orchestra was better organized than last year!,1
"Yes, you can see ducks here.",1
"Great place to hike, run, bike or just chill.",1
Very beautiful park. The water games are superb!,1
"Great DOG PARK with volunteers who really care about the place. Well kept - clean, green, and very open. Mostly only well trained dogs and nice owners come here! Good for dogs of all sizes, with many places to sit, and a water fountain that works in the summer",1
Nice fresh water,1
Thank you,1
Quite a bit of people on the weekend but it's worth the view. The park is beautiful and well taken care of.,1
Good,1
"Beautiful park, great for kids, dog walking and sports. It has a good walking path around the park. Never gets too busy which I like. A few picnic tables and benches. A good wide open space. I wish people picked up the dog poop more though 🙄",1
"This park is well complete, ordinary when compared to others. It still has two baseball fields, a barbotteuse, a youth center and a local that serves as a locker during the winter. An ice rink occupies one of two baseball fields.  The park includes a playground for children and babies accompanied by many benches. A path for bicycles and others crosses the park with several branches that one can choose. A pet game is in the middle near the youth house.  The park also has an impressive number of PokéStop if you like Pokémon GO.",1
Not bad,1
Nice place 👌,1
Good for walking but not for picnic.,1
Heart breaking experience. Can't do bbq anymore. Last year was  so wonderful.,0
Beautiful place filled with history of Montreal.,1
"It's very beautiful park! Special in Fall.
It's good for relaxed and hiking.
Love the water fall!",1
It is worth the visit!! very nice... the lake is amazing!,1
Huge,1
"Dirty water, a lot of bugs",0
Great morning party place,1
Its good experience,1
Very nice park,1
Lovely park for a talk with a friend. Beautifully fountain in the middle,1
Nice walk,0
Beautiful Sunsets,0
"Nice park for walking, but when I was there it was really crowded and no distancing. The cyclists ride mad on the trails and brush against us, the walkers pass very close to us without a mask. I don't recommend going on a weekend day.",0
"A park with options for dry toys, some water toys and a sandbox for children.",1
Lack of shade on the playgrounds,0
❤️💚❤️💚❤️,1
Wonderful place to birdwatch. The view of the rapids is impressive.,1
A beautiful place!,0
"Watching the river, enjoying the sun, in the Parc Saint-Joseph is a pleasure.",1
"It is a beautiful park with lots of wild animals to see. Unfortunately, there are many other ""wild animals"" that pollute the place. Respect one of the only corners of nature in town to preserve it if you go there.",1
Nice place to take a relax,1
Beautiful quiet park at the heart of Montreal. Also very nice location for spending time with family and kids. Very family friendly location.,1
Wow,1
Very convenient. Multi soccer stadiums,1
Very loud and beautiful,1
"Absolutely gorgeous park with many places to sit and enjoy the atmosphere, has a nice little lake and a baby fountain in the middle loved it",1
beautiful falls,1
Great big place,1
Super nice,1
Amazingly beautiful place to walk around,1
Fun place to run,1
"Warm welcome, decent room, although we did not have the most beautiful, according to Mary, the owner. Fair prices and lunches are personalized, yum! We slept very well, the bed was inviting and comfortable! …",1
Very quiet park,1
Recently renovated and close to outside pool,1
Good for the little ones,1
Super cool kids event for Halloween!,1
Magnificent,1
Its fun,1
Parcontre should not put the trash cans next to the benches because its the carrion and also the insects rust around us. There are also people who do not pick up the feces of their dog.,1
A lovely park all part of the experience of Montreal.,1
Quiet parc... cozy spirit.... love this place,1
Excellent,1
Great place to walk around or skate on pond so big loved it!!!@,1
Went for a run in the evening. The track to the summit gives a mild but consistent incline and there is roughly 300 steps at the top. Views are awesome and the crowd is active.,1
"On my way to work, I like that the park offers free Wi-Fi because it allows me to check my messages and make a few calls. The extent of the park can accommodate a crowd but everyone manages to find a little corner of their own.",1
"good place for many event: watching fireworks, DJ performance, food ...",1
"Absolutely love that park. There's something there for everyone, sports, picnic, doggy park, bench, recliners, lake, bike paths,... in the summer musicians, shows.. It gives a good vibe of what makes the soul of Montreal.",1
Nice park clean big,1
long live the water games !! beautiful park to relax,1
Nice place to walking and breathing,1
Love this park,1
Nice and peaceful,1
Toys for small children are missing but the atmosphere is good,1
Very nice park,1
very nice place to go bike riding i loved it,1
"Huge space, and I beautiful and parc!  Perfect for for families",1
"Structures for big kids and small, sprinklers, and plenty of room for a picnic.  Bathrooms and water fountains. Dog run too.",1
"La piste cyclable a été améliorée quelque peu, c'est un gros plus, il en reste à faire mais la vue vaut le trajet!",1
"Very cute park. I was very pleased to come across it when biking around on my Bixi.
It has a nichoir that allows you to have an above ground look of the park and neighbouring streeta",1
Very very good to see absolutely.,1
Very lively and leads to fantastic trails! Huge tennis court and field.,1
"Very disappointing! Many ducks and bustards, very difficult to go around the body of water without setting foot in the many excrements. In addition, the tables for having a meal are in this area which is not inviting at all.",0
"Park full of life. Soccer field, basketball, game for young and old, table tennis, water game and so on ....",1
At your risk 😁,1
Interesting,1
My kids love this place,1
Great sandy beach with a beautiful view. Make sure to be there for the sunset.,1
Superb,1
"Nice small park in the area, especially for all those (mostly families) living in the HLM surrounding the parc",1
Clean and well maintained,1
"It is large, perfect for lovers of walking, football fields ... Perfect for bike rides, and kites.",1
"Great park, lots of ducks during summer",1
Very nice park for walking or cycling.,1
Amazingly awesome!,1
"One of the best place in montreal to go if your a tourist or a traveler. Or if your a local person, this place is the most "" nature friendly "" area in the entire city. Paths are well made for everyone to walk or to jog or to hike .. or to ski during winter. In summer time , you can BBQ with your family... or simply walk and take pictures of nature... or simply rest and tan your awesome body on the Hills or Lac Des Castors. There is also a place where you can see the city view of Montreal if you walk all the way up to the north side ( just follow everyone ). There, you can take pictures and enjoy the view as family, friends... or as a couple in love. It's very beautiful either in summer, spring, fall or even winter.",1
Great park with lots of outdoor activities for kids and families,1
"Lovely big park, good for biking, jogging, balls , the most important you got a bathroom",1
Quiet and beautiful peaceful place!,1
Lovely and nice parc for different activities.,1
Nice place,1
"Very large park, plenty of space, some trees for shade. Perfect for families and groups of people.",1
It is a classic park and not very healthy.,1
"It is a park for soccer, basketball and baseball group activities. There are two dog parks one for smaller dogs and one for larger dogs.",1
"I really like the hill. you can see the sunset there ... very beautiful ... this park is very large and is home to several soccer activities for adults and children. The hill separates the two large playing fields. a field is on the Fleury side and the other side saved.Beautiful park for a walk, bike ride, whatever ...",1
👍🏽 Nice space for children in a quiet area. 👎🏽The infrastructure seems a bit outdated and lacks maintenance.,1
Very good calm ...,1
"Very nice park inside a busy city
This is a large park occupying a good sized block in a very busy section of Montreal.  There is enough room for a quiet oasis from to hectic pace around it, a dog run, two children's play grounds to cover all ages as well sports fields. It includes a small community building with washrooms.  Accessible by bus. There is some on-street parking.",1
"Beautiful park quite easily accessible and since this winter, there is an observation tower equivalent to four floors that allows you to see the surroundings.",1
"Beautiful little park renovated with a lot of challenge for the little ones. Fully fenced, picnic tables, mature trees with lots of shade.",1
"A nice hang-out; a great view and you can enjoy the sunset, a bit crowded",1
Nice park with all kids need to be pleased. Few events organized by the the city,1
"Beautiful park, very big.",1
Nice and relaxing parc for the family.,1
Very nice park for a picnic.,1
Liked the lake and the walk,1
Quiet area,1
Beautiful spot.,1
"Lots of space to run or bike, a very big picnic area with a large fountain, lots of sports fields and the rogers cup arena is nice as well",1
